id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,fare_amount
id0014,2,2024-01-23 21:41:00,2024-01-23 21:47:00,3,-74.00536523761899,40.764524137035025,-73.98506807492689,40.7432359209941,0.2,3.43
id0015,1,2024-01-18 23:15:00,2024-01-18 23:20:00,2,-73.99699266711893,40.759184247133526,-73.98449770114578,40.765488509703054,0.96,5.23
id0016,2,2024-01-30 20:44:00,2024-01-30 20:45:00,3,-73.98147020851107,40.76043140194468,-73.98754891209721,40.76083868719818,1.02,6.18
id0017,2,2024-01-27 01:14:00,2024-01-27 01:25:00,4,-73.99289835926565,40.73101676506976,-74.00568434292026,40.73125716742747,1.52,8.54
id0018,2,2024-01-13 08:04:00,2024-01-13 08:09:00,2,-73.9896571723534,40.766302658957045,-74.00002831083404,40.74641531692143,2.11,8.11
id0019,2,2024-01-07 20:31:00,2024-01-07 20:34:00,3,-74.00692080360685,40.74159005811655,-74.00355114850983,40.7671879060937,2.48,9.92
id0020,2,2024-01-05 08:08:00,2024-01-05 08:23:00,2,-73.97514157639249,40.762146883075964,-74.00253719764456,40.765702359939596,1.16,5.89
id0021,2,2024-01-24 18:27:00,2024-01-24 18:51:00,2,-73.97415634800305,40.74272013899888,-74.00559792301888,40.73911740650168,0.84,6.19
id0022,2,2024-01-08 04:32:00,2024-01-08 04:57:00,4,-73.97557077666974,40.73027808522125,-73.9895701078969,40.74669644012595,0.38,4.14
id0023,1,2024-01-28 03:09:00,2024-01-28 03:10:00,4,-73.99649539314385,40.7677163881565,-73.99707188271917,40.750751624869736,1.82,8.92
id0024,2,2024-01-20 02:24:00,2024-01-20 02:30:00,2,-73.97112871669115,40.768497891797686,-73.99992870816698,40.7498899402357,0.54,4.49
id0025,2,2024-01-18 00:43:00,2024-01-18 00:48:00,3,-74.00852452210582,40.754382573359194,-73.98989283907083,40.73205915005,0.49,4.69
id0026,2,2024-01-25 20:21:00,2024-01-25 20:56:00,2,-74.00041752437332,40.73579579488365,-73.99042188958889,40.769426018164424,0.42,3.93
id0027,1,2024-01-15 00:46:00,2024-01-15 01:02:00,1,-73.97953521538685,40.739505501759695,-73.98087134605552,40.74471132530877,1.5,8.63
id0028,1,2024-01-17 03:55:00,2024-01-17 04:10:00,4,-73.988569012637,40.73361159080218,-73.97658790017643,40.74283120259887,0.31,4.01
id0029,1,2024-01-05 11:48:00,2024-01-05 11:48:00,4,-73.98636428227246,40.75710257447369,-74.00933648684288,40.75048372233197,0.39,3.91
id0030,1,2024-01-20 10:31:00,2024-01-20 10:46:00,1,-74.00302534283979,40.7576375095241,-73.99453058614797,40.76746919954947,0.22,3.45
id0031,2,2024-01-08 01:15:00,2024-01-08 01:21:00,1,-74.00546105915038,40.76698774473114,-73.97490642586476,40.740317665108606,1.62,9.08
id0032,1,2024-01-24 15:52:00,2024-01-24 16:17:00,4,-73.98779196753601,40.75118602313424,-74.00032590836398,40.73372411071224,3.41,10.29
id0033,1,2024-01-05 21:30:00,2024-01-05 22:04:00,1,-73.98467594170907,40.743561191641945,-73.99603161701549,40.75903822715481,3.41,16.28
id0034,2,2024-01-17 19:27:00,2024-01-17 19:59:00,2,-73.97880497816568,40.75568126584617,-74.00663440140019,40.73646514856379,3.43,16.48
id0035,1,2024-01-23 09:25:00,2024-01-23 09:38:00,3,-74.00963211793533,40.734058861714644,-73.98345992923568,40.73020246335385,0.26,4.04
id0036,2,2024-01-15 16:28:00,2024-01-15 16:39:00,1,-73.98232419209229,40.7560784503801,-74.00102922762157,40.758487168853904,0.41,3.92
id0037,1,2024-01-11 00:37:00,2024-01-11 00:42:00,2,-73.98014034379527,40.75598531596189,-73.97603106358022,40.756304515692015,1.26,6.92
id0038,1,2024-01-01 02:45:00,2024-01-01 02:46:00,1,-73.99529136787761,40.74060809470727,-74.00024041426484,40.7689204221901,0.75,5.45
id0039,1,2024-01-29 01:55:00,2024-01-29 02:28:00,2,-73.98475445496011,40.76179245214166,-73.98989451627578,40.75307615538505,1.02,5.71
id0040,1,2024-01-09 21:31:00,2024-01-09 21:34:00,1,-73.98110191538953,40.74123089449763,-74.00902736134273,40.755818891836284,0.29,3.7
id0041,2,2024-01-08 15:51:00,2024-01-08 16:33:00,1,-73.97184285691989,40.76659457560882,-73.99519365198978,40.73061826466115,3.95,14.12
id0042,1,2024-01-22 13:22:00,2024-01-22 13:30:00,2,-73.97133380723825,40.76854479908357,-73.9758796217813,40.741777955682785,0.73,5.08
id0043,1,2024-01-22 20:41:00,2024-01-22 21:09:00,2,-73.99732311979375,40.73677970986744,-73.98772794950166,40.76744619096643,1.79,6.93
id0044,2,2024-01-26 03:15:00,2024-01-26 03:27:00,2,-74.00611294024917,40.754600289067966,-73.97039784599582,40.73560336060946,1.1,5.62
id0045,2,2024-01-05 13:11:00,2024-01-05 13:42:00,1,-73.98036925528983,40.757880629639814,-73.9819006366405,40.74437964604879,0.52,4.33
id0046,1,2024-01-15 17:06:00,2024-01-15 17:30:00,2,-73.97759546421283,40.7646828927432,-73.97347037789774,40.75045369595444,1.04,5.19
id0047,1,2024-01-03 07:10:00,2024-01-03 07:34:00,2,-73.98400144276889,40.75807867509031,-73.97816829322255,40.765600213672705,0.62,4.74
id0048,1,2024-01-28 12:57:00,2024-01-28 13:04:00,2,-74.00624072240636,40.753131205639846,-74.00856230904813,40.7486239207253,1.17,5.48
id0049,1,2024-01-13 08:59:00,2024-01-13 09:04:00,2,-73.98636666957724,40.731220009997564,-74.00850607245003,40.76290402242638,0.67,5.39
id0050,2,2024-01-14 22:46:00,2024-01-14 22:48:00,2,-73.9891102695978,40.76079974212394,-74.00136715890012,40.75491561903276,0.2,3.8
id0051,2,2024-01-05 06:18:00,2024-01-05 06:18:00,1,-73.98874581473727,40.751625404864406,-73.98450280394006,40.759043653348904,5.59,16.61
id0052,1,2024-01-24 10:03:00,2024-01-24 10:13:00,2,-73.99708174108234,40.76180744779075,-73.9991667099495,40.74755885682823,0.2,3.42
id0053,1,2024-01-02 16:05:00,2024-01-02 16:05:00,1,-73.97149406341288,40.763439204820486,-73.98216103175625,40.74635811777657,0.29,4.07
id0054,1,2024-01-22 07:25:00,2024-01-22 07:27:00,2,-73.9999902840734,40.751969066588245,-73.98141616309199,40.75640789506871,0.49,4.1
id0055,1,2024-01-19 19:02:00,2024-01-19 19:48:00,2,-73.98048412333216,40.75217416210046,-73.98553117015062,40.74678400249711,0.43,4.39
id0056,2,2024-01-30 08:13:00,2024-01-30 08:19:00,1,-73.97968615558142,40.73057573954519,-74.00535709437972,40.73184010568087,0.2,3.67
id0057,1,2024-01-09 12:08:00,2024-01-09 12:37:00,1,-73.9818536856248,40.748966953163496,-74.00608663357396,40.74966463500467,0.96,6.21
id0058,2,2024-01-11 02:00:00,2024-01-11 02:02:00,2,-73.99264593403048,40.745940189375894,-73.9853659960779,40.75540374603471,0.2,3.58
id0059,1,2024-01-03 17:13:00,2024-01-03 17:20:00,1,-73.98496560337142,40.750125450343205,-73.97574040635246,40.756347745264755,0.27,3.81
id0060,2,2024-01-29 02:56:00,2024-01-29 02:57:00,1,-73.98430322887174,40.731060452421666,-73.98656897674906,40.767609209656996,1.29,6.21
id0061,1,2024-01-15 17:45:00,2024-01-15 17:52:00,4,-73.9842684712623,40.74833011561966,-73.98817532842736,40.76765859235106,0.73,4.9
id0062,1,2024-01-22 17:19:00,2024-01-22 18:07:00,1,-73.97378597432176,40.73783164539157,-74.00722554796499,40.7340311200551,0.2,3.77
id0063,1,2024-01-09 03:56:00,2024-01-09 03:57:00,2,-73.98267972906334,40.73284754593841,-73.99724097478824,40.76379501243878,0.2,3.44
id0064,1,2024-01-09 09:38:00,2024-01-09 10:03:00,1,-73.99872580900906,40.73472659310487,-73.98213051338543,40.75515771387119,3.15,10.63
id0065,1,2024-01-22 20:54:00,2024-01-22 21:13:00,2,-73.9778607627846,40.741281382902855,-74.00290241824881,40.76002459006563,2.47,9.24
id0066,2,2024-01-29 01:05:00,2024-01-29 02:14:00,4,-73.99349529292354,40.74488072343171,-73.97894348157031,40.74363214161012,4.01,16.11
id0067,2,2024-01-02 00:21:00,2024-01-02 00:50:00,3,-73.99284023890499,40.76003484271166,-73.97981828503661,40.73412495475344,3.49,15.36
id0068,2,2024-01-06 23:28:00,2024-01-06 23:38:00,2,-73.97694170135568,40.74280198404122,-73.97417907086015,40.745568067149364,0.2,3.62
id0069,1,2024-01-04 02:56:00,2024-01-04 03:31:00,1,-74.00634853292856,40.74277254550362,-73.97199752131796,40.7680242858775,1.28,7.33
id0070,1,2024-01-27 11:37:00,2024-01-27 11:51:00,2,-73.99206217912086,40.74172843086792,-73.9968534181852,40.75690073824308,2.09,9.49
id0071,1,2024-01-02 09:23:00,2024-01-02 09:46:00,4,-73.97841527428821,40.733648244121945,-73.99022318781189,40.732302350400666,1.2,7.56
id0072,1,2024-01-29 11:13:00,2024-01-29 11:21:00,3,-73.97449183268967,40.744036600502085,-74.0053173193429,40.73571966728211,2.15,10.23
id0073,1,2024-01-12 17:56:00,2024-01-12 18:10:00,2,-74.00595509295508,40.7333642722446,-73.98196123474163,40.73291052025457,2.59,12.71
id0074,1,2024-01-30 07:55:00,2024-01-30 08:13:00,4,-74.00674604877432,40.73339350856341,-73.97053441685995,40.744970831830244,0.69,4.6
id0075,1,2024-01-29 13:01:00,2024-01-29 13:26:00,1,-73.97211005690464,40.769440042552915,-73.97986487258964,40.74505038342124,0.2,3.47
id0076,2,2024-01-26 21:55:00,2024-01-26 22:17:00,1,-73.98766383001056,40.74696888036988,-73.97374582459621,40.73444789929225,1.02,6.54
id0077,2,2024-01-06 22:06:00,2024-01-06 22:06:00,1,-73.99125357432023,40.73225213102727,-74.00524728334928,40.734701049871084,1.57,7.34
id0078,2,2024-01-08 06:52:00,2024-01-08 07:12:00,1,-73.98666524939611,40.768486901938985,-73.99500517681905,40.74142848345127,3.04,14.66
id0079,2,2024-01-27 07:14:00,2024-01-27 07:17:00,1,-73.97147109842237,40.73048617898759,-73.97120484693168,40.731726396478024,3.33,9.82
id0080,2,2024-01-11 08:55:00,2024-01-11 09:06:00,4,-73.97028140815522,40.73295186258942,-73.98784582862395,40.768772101424766,1.11,5.37
id0081,2,2024-01-12 20:32:00,2024-01-12 20:46:00,4,-73.98217005244061,40.74818164259071,-73.98489767679663,40.75337257247693,3.47,12.71
id0082,2,2024-01-01 03:56:00,2024-01-01 03:56:00,1,-73.9987614724163,40.76801645936306,-73.97438944864436,40.74822627011143,1.45,8.71
id0083,2,2024-01-02 03:38:00,2024-01-02 03:42:00,3,-74.00247515361104,40.748547936197596,-73.99586591087895,40.75334624447404,0.2,3.57
id0084,2,2024-01-14 19:32:00,2024-01-14 20:26:00,2,-73.9705515702208,40.75792646856079,-73.98855614534622,40.74238110465145,2.52,8.62
id0085,1,2024-01-09 01:45:00,2024-01-09 02:02:00,2,-74.0034953224262,40.76643708737976,-73.97709851028307,40.76799199653168,1.94,8.57
id0086,1,2024-01-12 13:04:00,2024-01-12 13:18:00,1,-73.99327027854837,40.76730913933416,-73.97535744441998,40.73180874680425,0.2,3.78
id0087,2,2024-01-22 03:46:00,2024-01-22 03:53:00,2,-73.97757786676873,40.7694910451726,-74.00398332435586,40.753765228614085,0.72,5.74
id0088,2,2024-01-22 13:20:00,2024-01-22 14:12:00,1,-73.97631524307457,40.76353314818844,-73.9912522736082,40.74659278009351,0.48,4.35
id0089,1,2024-01-07 13:42:00,2024-01-07 13:42:00,3,-73.9754111049498,40.762516040365206,-73.97001129306855,40.76986547348296,1.22,7.73
id0090,1,2024-01-20 18:19:00,2024-01-20 18:40:00,4,-73.97220937080469,40.763985895627094,-74.00010607593026,40.7480217654124,0.21,3.59
id0091,1,2024-01-10 09:13:00,2024-01-10 09:59:00,2,-73.98575301462196,40.739145712220136,-73.98313197262377,40.754725129618315,0.67,4.92
id0092,2,2024-01-15 14:28:00,2024-01-15 14:29:00,2,-73.98313707217628,40.75081230803615,-73.97910726433057,40.75080654004448,2.87,12.62
id0093,2,2024-01-26 23:10:00,2024-01-26 23:22:00,1,-73.98756248113858,40.765066144106335,-73.99386068535149,40.73536060913803,0.2,3.66
id0094,2,2024-01-03 07:43:00,2024-01-03 08:04:00,4,-73.98518761794585,40.75816319072397,-74.00148143353964,40.73545485902347,0.2,3.52
id0095,1,2024-01-05 00:02:00,2024-01-05 00:08:00,2,-73.98640329252581,40.74568976180399,-73.99250100311905,40.76616634777975,0.64,4.59
id0096,1,2024-01-15 13:56:00,2024-01-15 14:06:00,1,-73.97865387949035,40.745861711292854,-73.98511653199088,40.76449454834987,4.48,17.6
id0097,2,2024-01-16 12:15:00,2024-01-16 12:17:00,3,-73.97293649499353,40.74968465172318,-73.99967022446803,40.74836543024953,5.87,16.47
id0098,1,2024-01-29 03:49:00,2024-01-29 03:59:00,1,-73.9968499355885,40.75533603417267,-74.00039417524887,40.733034533124346,0.21,3.6
id0099,2,2024-01-02 17:15:00,2024-01-02 17:17:00,1,-74.00392389225951,40.73555308690597,-73.98436501020787,40.737275203375965,0.64,5.45
id0100,2,2024-01-05 14:42:00,2024-01-05 15:16:00,2,-73.99104153438948,40.75670230954084,-74.00310720515193,40.737691560752346,0.2,3.61
id0101,2,2024-01-25 14:39:00,2024-01-25 14:41:00,2,-73.99885638643872,40.73708041937107,-74.00645189864971,40.734825434844026,0.93,6.38
id0102,2,2024-01-27 17:28:00,2024-01-27 17:31:00,3,-73.99542920555807,40.750136690834196,-73.98238420685482,40.731572485593645,2.41,12.14
id0103,2,2024-01-15 08:48:00,2024-01-15 09:02:00,3,-74.00672963872204,40.76494314496427,-73.97316510397872,40.732443118394194,0.49,4.22
id0104,2,2024-01-25 16:31:00,2024-01-25 16:55:00,1,-73.98006961238465,40.73738084077426,-74.00162602706652,40.74481888411165,0.99,6.22
id0105,2,2024-01-03 22:18:00,2024-01-03 22:32:00,1,-73.9952434544172,40.74850138864532,-73.98010116247464,40.73146732811563,0.44,4.09
id0106,2,2024-01-29 17:05:00,2024-01-29 17:23:00,1,-73.9741917264925,40.75046709768463,-73.98871546058938,40.73428688045359,0.89,5.03
id0107,2,2024-01-23 04:45:00,2024-01-23 04:56:00,2,-74.0003011798546,40.740769729237975,-73.99490863347582,40.73080284791111,0.58,4.41
id0108,2,2024-01-11 17:29:00,2024-01-11 17:32:00,1,-73.99690010591287,40.73479048527277,-73.9743789087704,40.75374369814216,1.7,7.81
id0109,2,2024-01-13 18:44:00,2024-01-13 19:07:00,4,-73.99006231204284,40.733476811523495,-73.98851573832725,40.753473644720835,2.05,7.18
id0110,2,2024-01-16 00:22:00,2024-01-16 00:30:00,2,-74.00489678788817,40.74135103623195,-73.99547670814405,40.755836689653265,1.27,6.3
id0111,2,2024-01-18 23:47:00,2024-01-18 23:53:00,2,-73.97053939004827,40.754230992774275,-74.00051092833056,40.734071298904816,0.25,3.77
id0112,1,2024-01-16 07:17:00,2024-01-16 07:21:00,1,-74.00357274506962,40.737462680962054,-73.99859619325224,40.73693494381179,3.41,12.79
id0113,2,2024-01-11 21:43:00,2024-01-11 21:44:00,3,-73.98901954441719,40.746415873079584,-73.97070485532365,40.73448155608672,0.76,5.73
id0114,1,2024-01-27 14:58:00,2024-01-27 15:50:00,2,-73.97537971496423,40.76268288283797,-73.99968388691819,40.736835503495605,1.66,6.74
id0115,1,2024-01-30 12:37:00,2024-01-30 13:16:00,1,-73.98772948427944,40.7528645075788,-73.99880083625358,40.76077971732768,0.31,3.97
id0116,1,2024-01-21 13:08:00,2024-01-21 13:13:00,1,-73.99298254245534,40.750304415147376,-74.0003036107034,40.734593472989566,1.41,8.26
id0117,1,2024-01-09 12:20:00,2024-01-09 12:25:00,1,-73.9867504711431,40.736174508610965,-73.9907543959258,40.75130357730206,0.2,3.48
id0118,2,2024-01-25 12:17:00,2024-01-25 12:23:00,4,-74.00462341292244,40.73253499881891,-73.9704015907044,40.742894153798986,2.49,11.73
id0119,2,2024-01-09 02:30:00,2024-01-09 02:34:00,2,-73.98273989111104,40.760409114395586,-73.98617445037569,40.74886304754201,0.8,4.63
id0120,1,2024-01-12 07:41:00,2024-01-12 07:47:00,3,-73.97281883423008,40.76322477631151,-73.97139892357333,40.73497188893942,1.97,7.21
id0121,1,2024-01-25 00:15:00,2024-01-25 00:56:00,1,-74.00275067735336,40.732659850694674,-73.98035517402839,40.7529789245272,2.77,9.64
id0122,1,2024-01-08 04:30:00,2024-01-08 04:32:00,2,-73.9781893075256,40.73806509280191,-74.00345376228536,40.73657063191724,2.53,11.45
id0123,1,2024-01-15 22:16:00,2024-01-15 22:32:00,1,-73.98907738300923,40.74435321936494,-73.97491197836747,40.7456978042969,2.54,11.98
id0124,1,2024-01-25 05:19:00,2024-01-25 05:27:00,1,-73.99492222282299,40.74850719142678,-73.99794488503343,40.75990437520705,1.05,5.33
id0125,2,2024-01-19 21:58:00,2024-01-19 22:01:00,2,-73.97401701706902,40.745355648854925,-73.98825788555544,40.766258884438585,1.47,8.76
id0126,1,2024-01-03 18:44:00,2024-01-03 18:45:00,1,-73.97240671505546,40.75510832212286,-73.99660377541372,40.735570882906536,2.37,11.68
id0127,1,2024-01-23 09:54:00,2024-01-23 10:08:00,4,-73.98866155632095,40.765755703322036,-73.97845611155101,40.73606699518931,0.56,4.89
id0128,1,2024-01-26 18:50:00,2024-01-26 18:54:00,2,-73.9802421482971,40.731341297389434,-73.98720441260514,40.760498347429625,3.14,9.54
id0129,2,2024-01-22 11:04:00,2024-01-22 11:10:00,1,-73.97714970781311,40.73442526947821,-73.97614190833062,40.73509954649328,0.76,5.29
id0130,1,2024-01-28 13:52:00,2024-01-28 14:15:00,2,-74.00400330290604,40.7391700558093,-73.98110989726428,40.75880146146184,1.54,7.59
id0131,2,2024-01-21 14:45:00,2024-01-21 15:02:00,1,-73.9882910222661,40.740071962356275,-73.99617216025983,40.737263908672055,3.59,11.28
id0132,2,2024-01-20 17:49:00,2024-01-20 18:02:00,2,-73.99396594332944,40.748480232145766,-73.97210866641552,40.73613405612464,1.32,6.92
id0133,2,2024-01-11 07:53:00,2024-01-11 08:03:00,1,-73.9855418305826,40.73072440735283,-73.97511504364223,40.76728473129934,1.25,7.84
id0134,2,2024-01-08 14:36:00,2024-01-08 14:53:00,2,-73.97310002475291,40.758289545372534,-74.00389843828343,40.75305153440667,1.4,7.51
id0135,2,2024-01-01 15:54:00,2024-01-01 16:02:00,2,-73.98054223057501,40.76737468059076,-73.97297725948373,40.748033574856166,0.2,3.53
id0136,1,2024-01-12 08:21:00,2024-01-12 09:23:00,2,-73.97644407654215,40.73498650724813,-73.9731663246953,40.764795854482486,1.1,5.82
id0137,2,2024-01-18 00:33:00,2024-01-18 00:46:00,1,-73.99403989184519,40.73219046555288,-73.99659211033416,40.76211413794392,0.2,3.78
id0138,1,2024-01-24 13:31:00,2024-01-24 13:37:00,1,-73.99407325225636,40.75149582411752,-73.97320577534349,40.74385383977464,0.64,4.99
id0139,2,2024-01-21 22:31:00,2024-01-21 22:51:00,1,-73.9919112823644,40.7389841929176,-73.99190241935469,40.73563428081519,0.29,3.84
id0140,1,2024-01-10 07:25:00,2024-01-10 07:35:00,1,-73.99324298201981,40.76659383604272,-73.99550424403533,40.75322353401112,1.5,8.08
id0141,2,2024-01-16 17:33:00,2024-01-16 17:33:00,3,-73.98345850511933,40.73712143867479,-73.97155718730122,40.73594650911012,0.8,5.15
id0142,2,2024-01-12 22:29:00,2024-01-12 22:30:00,1,-73.97012502992615,40.75008780041325,-73.9861845993072,40.732683059095535,2.08,8.29
id0143,1,2024-01-04 23:12:00,2024-01-04 23:15:00,3,-73.97407782842237,40.73820558561928,-74.00237249117345,40.731461986713924,0.96,5.53
id0144,1,2024-01-07 06:47:00,2024-01-07 06:59:00,3,-74.00737165442285,40.7610211046678,-73.99186844661007,40.750975610773104,0.87,5.58
id0145,2,2024-01-04 06:18:00,2024-01-04 06:25:00,1,-73.98761438674767,40.73620960983723,-74.00272287478019,40.76447142484054,4.38,13.75
id0146,2,2024-01-01 22:34:00,2024-01-01 22:41:00,1,-73.99917021307425,40.75575998172956,-73.99365063315607,40.731015454226416,0.25,3.56
id0147,1,2024-01-18 09:44:00,2024-01-18 10:02:00,3,-73.98364304232359,40.73108383970014,-74.00112111352267,40.73924299186352,1.67,9.49
id0148,2,2024-01-04 00:36:00,2024-01-04 00:36:00,2,-74.0058356567206,40.761996643414925,-74.00285821351783,40.756109844314075,0.41,4.05
id0149,2,2024-01-11 05:03:00,2024-01-11 05:04:00,4,-74.00027311236002,40.75889067727422,-73.97577214127574,40.76320879458268,0.76,4.9
id0150,2,2024-01-04 02:25:00,2024-01-04 02:41:00,2,-74.00180062818336,40.74172590921044,-73.97414656725915,40.73052007694043,0.2,3.6
id0151,1,2024-01-05 04:51:00,2024-01-05 04:54:00,1,-74.00893871184505,40.73725741740359,-73.9866783375612,40.7468569820237,3.35,13.47
id0152,1,2024-01-08 03:35:00,2024-01-08 04:00:00,2,-73.99632730593208,40.74037693733725,-73.9948123036733,40.75361179770059,0.47,4.66
id0153,1,2024-01-25 16:24:00,2024-01-25 16:38:00,2,-73.99362353391234,40.75208188723408,-73.99255493883459,40.741778630381674,4.45,15.91
id0154,2,2024-01-28 18:27:00,2024-01-28 18:48:00,2,-74.00439547296934,40.76473871903592,-73.99050275207001,40.76578208907576,2.41,9.29
id0155,1,2024-01-20 23:06:00,2024-01-20 23:14:00,1,-74.00910122766719,40.7407470943754,-73.98833463141357,40.75533912879305,0.45,4.75
id0156,1,2024-01-09 21:05:00,2024-01-09 21:07:00,1,-73.97660279052802,40.76937608722814,-73.9889723927079,40.736867171433936,0.48,4.11
id0157,1,2024-01-06 00:26:00,2024-01-06 00:26:00,2,-73.97342804773757,40.73471004331561,-73.98693934097942,40.74096220882749,1.21,6.51
id0158,2,2024-01-10 01:14:00,2024-01-10 01:29:00,1,-73.97681032785171,40.73825685087042,-74.00956016685366,40.73547542520275,3.45,11.89
id0159,2,2024-01-03 21:14:00,2024-01-03 21:45:00,4,-73.98610347591318,40.75402067441735,-73.98339853301815,40.73701485114494,3.69,17.2
id0160,1,2024-01-14 03:34:00,2024-01-14 03:42:00,1,-73.99467445887001,40.75075670821131,-74.00812136132899,40.73665133475024,2.01,7.92
id0161,2,2024-01-27 04:04:00,2024-01-27 04:05:00,4,-73.98587391562134,40.73981396438725,-73.99442817543832,40.741547749470826,0.66,4.4
id0162,2,2024-01-20 23:52:00,2024-01-20 00:11:00,1,-73.99811513137507,40.752656185611876,-73.99095798391203,40.756546846614505,4.14,15.99
id0163,2,2024-01-04 14:44:00,2024-01-04 15:03:00,2,-74.00140238485636,40.73124732540245,-73.999509438228,40.75380311722801,0.2,3.52
id0164,2,2024-01-17 17:31:00,2024-01-17 17:41:00,2,-73.98612628604332,40.74336975563268,-73.97916351185016,40.73426393012535,0.2,3.58
id0165,1,2024-01-29 13:47:00,2024-01-29 14:06:00,1,-73.99018034735175,40.75753609585711,-73.99260690645585,40.73985608132956,2.56,9.77
id0166,1,2024-01-03 07:43:00,2024-01-03 08:07:00,2,-73.98221214116582,40.7408858054892,-73.98639077332523,40.7444389558776,0.2,3.73
id0167,1,2024-01-25 21:52:00,2024-01-25 22:29:00,1,-74.00452725476323,40.768009494152835,-73.99215976908168,40.737405317153545,1.17,5.97
id0168,1,2024-01-16 16:41:00,2024-01-16 17:11:00,1,-73.98071100454361,40.76226244591446,-73.98364866533157,40.75769106258071,2.84,11.19
id0169,1,2024-01-19 13:40:00,2024-01-19 13:44:00,1,-73.99042300145427,40.73884837767278,-73.97049327968013,40.767762373587466,0.2,3.73
id0170,2,2024-01-12 13:21:00,2024-01-12 13:39:00,1,-73.97299006730337,40.73722301380509,-73.98728219077789,40.76661953190352,0.2,3.53
id0171,1,2024-01-11 13:44:00,2024-01-11 14:01:00,3,-73.99810603970509,40.76697584781506,-73.97115767019338,40.76777065956454,0.96,5.87
id0172,2,2024-01-27 17:02:00,2024-01-27 17:31:00,1,-73.9762180240586,40.74276401892973,-73.97684338103397,40.73148030538862,1.36,6.96
id0173,2,2024-01-11 03:49:00,2024-01-11 03:52:00,2,-74.0051773245689,40.733078128065166,-73.98214844896486,40.74359499855072,1.94,8.45
id0174,1,2024-01-22 17:29:00,2024-01-22 17:30:00,1,-73.99738838648678,40.75157965169501,-73.97837107340644,40.742750100117284,1.47,7.15
id0175,2,2024-01-20 15:40:00,2024-01-20 16:12:00,1,-73.98536547247271,40.73931837899015,-74.00902396873774,40.76480395495604,0.2,3.58
id0176,1,2024-01-09 17:08:00,2024-01-09 17:39:00,2,-73.9888425146389,40.76756270794051,-73.97804867056905,40.76991736442133,0.65,5.51
id0177,2,2024-01-04 00:40:00,2024-01-04 01:01:00,1,-73.99392276345563,40.74919502481216,-73.98489978147126,40.76494708456745,6.21,22.98
id0178,1,2024-01-10 17:00:00,2024-01-10 17:21:00,1,-73.9932893287133,40.746854280091085,-73.98049670793644,40.73955108583073,0.2,3.62
id0179,1,2024-01-27 03:29:00,2024-01-27 03:35:00,3,-73.99851044033383,40.74185232481824,-74.000655689958,40.731683727585455,0.2,3.78
id0180,1,2024-01-16 22:18:00,2024-01-16 23:23:00,1,-73.99288907465056,40.74537306588639,-73.98281410869227,40.7387301555146,4.49,16.55
id0181,2,2024-01-27 15:30:00,2024-01-27 15:53:00,2,-74.0064235599075,40.7467032310314,-73.97483526769751,40.767789280891655,0.94,5.34
id0182,1,2024-01-13 06:58:00,2024-01-13 07:12:00,3,-74.00331864215632,40.76964674504548,-74.00073313194466,40.767709270965405,1.57,8.02
