order_id,order_timestamp,customer_id,country,currency,amount,status
ORD100037,2024-07-25T00:38:54,CUST8612,AU,AUD,2045.24,PAID
ORD100038,2024-09-16T16:33:25,CUST8180,AU,AUD,948.55,CREATED
ORD100039,2023-02-13T00:14:30,CUST5190,CA,CAD,3339.2,PAID
ORD100040,2023-02-25T15:16:00,CUST5065,UK,GBP,293.75,PAID
ORD100041,2023-11-28T19:04:33,CUST1058,IN,INR,1164.53,PAID
ORD100042,2024-01-10T16:05:55,CUST1259,CA,CAD,1280.42,CREATED
ORD100043,2024-12-17T04:31:25,CUST1408,UK,GBP,2307.47,PAID
ORD100044,2024-01-27T04:14:51,CUST1589,IN,INR,3567.51,CANCELLED
ORD100045,2024-03-04T20:54:32,CUST1308,UK,GBP,4052.27,CANCELLED
ORD100046,2024-11-19T05:57:20,CUST8563,UK,GBP,4957.91,CREATED
ORD100047,2023-09-22T13:17:49,CUST6356,AU,AUD,3418.51,PAID
ORD100048,2024-02-11T16:23:50,CUST5651,CA,CAD,4697.73,PAID
ORD100049,2024-09-07T15:01:31,CUST2950,IN,INR,3849.97,CREATED
ORD100050,2023-01-11T12:18:32,CUST5693,CA,CAD,1957.78,CREATED
ORD100051,2023-04-19T08:13:23,CUST3575,UK,GBP,1112.19,CREATED
ORD100052,2024-04-25T14:01:18,CUST7333,US,USD,2472.2,CANCELLED
ORD100053,2024-07-21T13:06:18,CUST3059,AU,AUD,3603.9,CREATED
ORD100054,2023-08-20T15:30:42,CUST2436,IN,INR,2438.38,CANCELLED
ORD100055,2024-06-18T13:11:02,CUST1874,US,USD,3393.18,CREATED
ORD100056,2024-07-15T05:07:05,CUST2967,AU,AUD,3506.07,CANCELLED
ORD100057,2024-10-13T07:09:58,CUST4371,UK,GBP,2739.24,CREATED
ORD100058,2023-03-29T15:58:15,CUST5967,US,USD,291.26,CREATED
ORD100059,2023-03-21T23:32:52,CUST5575,CA,CAD,1215.62,PAID
ORD100060,2023-08-14T02:37:58,CUST1269,IN,INR,3461.94,CREATED
ORD100061,2023-10-28T02:02:31,CUST9515,AU,AUD,2871.59,CREATED
ORD100062,2024-05-31T20:30:59,CUST1202,CA,CAD,4940.82,CREATED
ORD100063,2024-11-20T09:28:46,CUST8055,UK,GBP,3631.32,CREATED
ORD100064,2024-03-06T06:36:29,CUST8711,US,USD,294.37,PAID
ORD100065,2023-10-06T04:33:37,CUST1346,IN,INR,1639.96,PAID
ORD100066,2024-03-14T21:35:12,CUST7723,UK,GBP,4011.83,CREATED
ORD100067,2023-01-16T10:06:34,CUST5349,CA,CAD,2532.66,CANCELLED
ORD100068,2023-10-13T00:07:30,CUST8246,US,USD,4970.54,CANCELLED
ORD100069,2024-06-25T05:18:28,CUST6353,US,USD,2187.59,PAID
ORD100070,2024-02-27T13:37:38,CUST5106,AU,AUD,450.51,CANCELLED
ORD100071,2024-12-06T16:41:03,CUST7277,CA,CAD,1512.18,CREATED
ORD100072,2024-02-23T06:43:45,CUST9910,UK,GBP,861.83,CANCELLED
ORD100073,2023-01-18T07:44:56,CUST1643,AU,AUD,1239.27,PAID
ORD100074,2023-08-25T12:41:23,CUST1631,US,USD,520.12,CREATED
ORD100075,2023-01-18T18:44:39,CUST8322,CA,CAD,3917.39,CANCELLED
ORD100076,2023-09-15T20:49:03,CUST9358,IN,INR,2790.76,PAID
ORD100077,2024-05-25T00:17:05,CUST5666,IN,INR,2184.1,CANCELLED
ORD100078,2023-01-21T07:27:47,CUST7649,US,USD,3589.62,PAID
ORD100079,2024-10-11T00:37:49,CUST3519,AU,AUD,3207.36,CREATED
ORD100080,2023-08-05T10:04:00,CUST5711,CA,CAD,49.47,PAID
ORD100081,2023-09-27T10:55:36,CUST9155,IN,INR,1055.46,CANCELLED
ORD100082,2023-11-05T13:38:21,CUST5383,IN,INR,4007.66,PAID
ORD100083,2024-06-06T03:15:12,CUST1023,CA,CAD,1056.41,CANCELLED
ORD100084,2023-02-01T12:06:37,CUST8124,CA,CAD,3190.06,CREATED
ORD100085,2024-09-04T03:44:51,CUST3697,IN,INR,1053.81,CREATED
ORD100086,2023-01-06T09:57:02,CUST6793,UK,GBP,2849.21,CREATED
ORD100087,2023-01-30T11:42:39,CUST6101,IN,INR,291.94,PAID
ORD100088,2024-02-18T03:09:49,CUST4948,US,USD,3149.54,PAID
ORD100089,2024-10-06T11:35:05,CUST9132,US,USD,1585.95,PAID
ORD100090,2023-10-31T23:52:36,CUST6434,CA,CAD,3166.46,CREATED
ORD100091,2023-04-26T14:01:31,CUST3537,AU,AUD,1728.39,PAID
ORD100092,2023-11-06T21:26:16,CUST9224,IN,INR,3304.9,CANCELLED
ORD100093,2023-11-24T04:08:33,CUST5038,CA,CAD,3203.5,PAID
ORD100094,2023-01-23T02:23:23,CUST9415,CA,CAD,4020.5,PAID
ORD100095,2023-05-12T19:48:09,CUST5774,US,USD,1834.05,PAID
ORD100096,2024-10-05T11:06:30,CUST2055,UK,GBP,921.37,PAID
ORD100097,2024-04-16T00:43:10,CUST8685,UK,GBP,4828.61,CANCELLED
ORD100098,2024-06-14T04:15:48,CUST5175,UK,GBP,81.03,CANCELLED
ORD100099,2024-03-13T16:31:24,CUST4580,UK,GBP,4827.83,PAID
ORD100100,2023-10-27T09:27:00,CUST7866,IN,INR,4105.76,CANCELLED
ORD100101,2023-05-12T20:44:45,CUST3842,IN,INR,4749.42,CANCELLED
ORD100102,2024-01-21T01:04:58,CUST2488,IN,INR,4903.16,PAID
ORD100103,2024-06-30T05:25:01,CUST9114,UK,GBP,3521.05,PAID
ORD100104,2024-08-22T21:28:49,CUST1575,IN,INR,4803.82,PAID
ORD100105,2023-04-27T21:19:24,CUST1708,UK,GBP,4259.4,PAID
ORD100106,2024-05-18T21:37:34,CUST8034,AU,AUD,4958.73,PAID
ORD100107,2023-05-03T01:17:26,CUST1858,CA,CAD,3632.0,CANCELLED
ORD100108,2024-09-28T23:11:26,CUST5793,UK,GBP,2037.97,CREATED
ORD100109,2024-12-14T04:26:28,CUST1624,AU,AUD,4305.49,CREATED
ORD100110,2024-11-12T00:30:00,CUST9323,UK,GBP,2553.44,CANCELLED
ORD100111,2023-05-04T15:21:39,CUST6202,US,USD,130.81,CANCELLED
ORD100112,2024-04-02T12:45:17,CUST1914,US,USD,591.2,CANCELLED
ORD100113,2024-09-06T20:01:49,CUST2325,CA,CAD,4403.55,CANCELLED
ORD100114,2023-08-27T23:32:48,CUST2527,CA,CAD,2258.9,PAID
ORD100115,2023-11-01T19:15:28,CUST1555,UK,GBP,1047.99,PAID
ORD100116,2024-02-23T08:42:53,CUST1240,IN,INR,1597.47,PAID
ORD100117,2023-12-31T08:41:15,CUST1576,UK,GBP,2394.08,CANCELLED
ORD100118,2023-04-14T04:23:32,CUST7807,IN,INR,1460.84,CREATED
ORD100119,2024-06-17T07:07:07,CUST3145,CA,CAD,3502.41,CREATED
ORD100120,2024-10-16T05:32:16,CUST6058,US,USD,250.61,CREATED
ORD100121,2024-11-02T01:02:06,CUST1571,US,USD,961.27,CANCELLED
ORD100122,2023-03-15T03:36:59,CUST5713,CA,CAD,1534.65,PAID
ORD100123,2024-03-03T03:10:59,CUST1013,AU,AUD,4420.5,PAID
ORD100124,2024-12-12T06:44:00,CUST3964,CA,CAD,159.72,CREATED
ORD100125,2024-12-17T06:56:03,CUST3730,UK,GBP,455.77,CREATED
ORD100126,2023-09-29T01:54:48,CUST7512,IN,INR,956.15,PAID
ORD100127,2024-02-22T16:28:42,CUST2882,IN,INR,45.59,CANCELLED
ORD100128,2024-03-02T11:08:04,CUST5049,US,USD,2695.9,CANCELLED
ORD100129,2024-12-29T16:39:50,CUST5754,AU,AUD,4541.63,CANCELLED
ORD100130,2023-05-24T00:42:15,CUST4666,CA,CAD,1894.5,CANCELLED
ORD100131,2023-05-17T17:01:25,CUST2451,IN,INR,4193.39,CANCELLED
ORD100132,2023-10-05T02:42:51,CUST1542,US,USD,3423.94,PAID
ORD100133,2024-09-08T17:43:02,CUST6908,IN,INR,4651.11,CANCELLED
ORD100134,2023-12-11T17:29:29,CUST8620,IN,INR,2562.17,CREATED
ORD100135,2023-10-09T16:24:32,CUST8170,CA,CAD,586.89,PAID
ORD100136,2023-03-27T13:05:52,CUST3012,CA,CAD,999.03,CREATED
ORD100137,2024-07-19T06:58:57,CUST4366,US,USD,2870.12,PAID
ORD100138,2023-10-21T03:42:22,CUST1336,US,USD,4888.04,CANCELLED
ORD100139,2023-07-14T03:47:23,CUST7218,IN,INR,638.66,CREATED
ORD100140,2024-08-21T13:13:35,CUST2148,CA,CAD,2478.47,CREATED
ORD100141,2024-03-26T03:57:34,CUST7421,UK,GBP,4567.21,PAID
ORD100142,2023-08-01T20:04:47,CUST7280,IN,INR,2872.66,PAID
ORD100143,2023-10-17T20:50:06,CUST1173,AU,AUD,1347.21,PAID
ORD100144,2023-02-06T20:09:33,CUST3610,UK,GBP,4758.85,CREATED
ORD100145,2024-11-07T00:53:08,CUST3466,UK,GBP,2349.54,CREATED
ORD100146,2023-06-09T13:08:37,CUST9489,AU,AUD,1891.44,CREATED
ORD100147,2024-12-18T16:27:05,CUST5597,AU,AUD,3549.86,CREATED
ORD100148,2023-06-12T19:02:52,CUST8140,UK,GBP,749.67,PAID
ORD100149,2024-07-09T10:14:49,CUST4088,AU,AUD,3205.63,PAID
ORD100150,2024-10-11T22:35:30,CUST5760,IN,INR,4550.34,CREATED
ORD100151,2024-04-05T05:25:08,CUST4380,CA,CAD,4030.15,PAID
ORD100152,2023-06-19T02:42:13,CUST2139,AU,AUD,4372.34,CREATED
ORD100153,2023-06-17T03:32:46,CUST8934,UK,GBP,2840.15,PAID
ORD100154,2023-09-09T10:07:16,CUST9887,US,USD,3850.28,CANCELLED
ORD100155,2023-06-13T19:59:23,CUST5621,IN,INR,3675.25,CREATED
ORD100156,2023-11-21T10:05:56,CUST2528,IN,INR,1197.42,CANCELLED
ORD100157,2023-12-08T05:56:25,CUST2919,IN,INR,1039.7,PAID
ORD100158,2023-07-11T02:27:03,CUST4155,US,USD,4245.27,CREATED
ORD100159,2023-07-16T15:17:58,CUST7560,CA,CAD,1764.27,PAID
ORD100160,2023-05-22T19:06:41,CUST5436,IN,INR,1883.79,PAID
ORD100161,2023-11-18T01:27:04,CUST9504,IN,INR,1910.26,CREATED
ORD100162,2024-08-08T05:00:40,CUST5982,IN,INR,1760.88,CANCELLED
ORD100163,2023-05-19T07:53:52,CUST1673,UK,GBP,1765.96,CREATED
ORD100164,2024-06-01T22:37:12,CUST3997,IN,INR,150.24,CREATED
ORD100165,2024-05-20T19:41:16,CUST8586,IN,INR,2568.09,PAID
ORD100166,2024-03-07T10:42:12,CUST7494,US,USD,508.11,CREATED
ORD100167,2024-03-05T06:37:38,CUST9750,US,USD,1011.73,PAID
ORD100168,2023-07-10T04:12:43,CUST3911,AU,AUD,58.08,CREATED
ORD100169,2024-07-16T16:42:04,CUST3241,UK,GBP,1202.1,CREATED
ORD100170,2024-12-27T09:29:14,CUST2809,US,USD,1289.81,CANCELLED
ORD100171,2023-01-10T09:41:17,CUST5300,AU,AUD,154.06,CANCELLED
ORD100172,2023-04-10T10:44:57,CUST9080,IN,INR,4105.61,PAID
ORD100173,2023-04-25T05:23:03,CUST6213,CA,CAD,4748.38,PAID
ORD100174,2024-07-27T01:51:12,CUST1762,US,USD,2277.87,CREATED
ORD100175,2024-07-03T00:25:41,CUST1162,AU,AUD,4246.56,CANCELLED
ORD100176,2023-09-04T08:52:42,CUST4200,US,USD,3018.84,CANCELLED
ORD100177,2024-10-21T20:03:25,CUST1320,US,USD,3994.36,CANCELLED
ORD100178,2023-12-17T19:54:08,CUST7734,CA,CAD,2453.63,CANCELLED
ORD100179,2024-01-09T12:59:28,CUST6728,CA,CAD,1588.49,CREATED
ORD100180,2023-01-21T03:39:04,CUST8804,AU,AUD,4782.24,PAID
ORD100181,2024-05-16T11:36:17,CUST4129,US,USD,3558.09,PAID
ORD100182,2023-12-18T03:42:11,CUST8769,UK,GBP,2595.62,PAID
ORD100183,2024-03-21T03:01:59,CUST2505,US,USD,3648.35,CREATED
ORD100184,2023-08-01T05:27:53,CUST7661,AU,AUD,373.03,CANCELLED
ORD100185,2024-08-18T14:13:22,CUST2009,IN,INR,4951.16,PAID
ORD100186,2024-09-12T11:56:45,CUST9139,IN,INR,1385.19,CREATED
ORD100187,2024-03-30T19:33:00,CUST9999,IN,INR,4101.32,PAID
ORD100188,2023-12-19T05:41:50,CUST8138,AU,AUD,4863.96,CREATED
ORD100189,2023-07-22T11:41:04,CUST2194,CA,CAD,10.34,PAID
ORD100190,2024-09-14T13:44:44,CUST1465,UK,GBP,2964.51,PAID
ORD100191,2024-06-30T15:17:53,CUST6659,UK,GBP,1205.46,CANCELLED
ORD100192,2024-10-07T09:10:10,CUST8129,UK,GBP,1122.71,CANCELLED
ORD100193,2023-12-12T13:58:34,CUST8996,UK,GBP,4890.02,CREATED
ORD100194,2023-11-15T18:34:44,CUST4468,CA,CAD,294.45,CANCELLED
ORD100195,2024-03-07T11:01:13,CUST9231,IN,INR,2383.34,CANCELLED
ORD100196,2024-08-03T05:34:52,CUST1678,US,USD,552.44,CANCELLED
ORD100197,2023-10-02T21:08:37,CUST1460,CA,CAD,1696.56,CANCELLED
ORD100198,2024-12-01T01:13:08,CUST7383,AU,AUD,1042.07,CREATED
ORD100199,2024-07-26T05:25:11,CUST8652,US,USD,4977.15,PAID
ORD100200,2023-03-03T18:16:31,CUST6861,UK,GBP,3935.53,PAID
ORD100201,2023-03-13T15:10:11,CUST7488,IN,INR,245.0,CREATED
ORD100202,2023-04-20T22:51:20,CUST1877,AU,AUD,2486.66,CANCELLED
ORD100203,2023-11-28T20:51:34,CUST4085,IN,INR,824.34,PAID
ORD100204,2024-09-29T03:03:37,CUST1018,IN,INR,2908.24,CANCELLED
ORD100205,2024-08-16T01:00:02,CUST1582,CA,CAD,297.23,CANCELLED
ORD100206,2024-03-30T20:47:10,CUST4657,CA,CAD,2037.49,PAID
ORD100207,2024-07-18T20:37:28,CUST7242,AU,AUD,1529.61,CREATED
ORD100208,2023-12-31T15:57:21,CUST5600,US,USD,1448.79,CANCELLED
ORD100209,2023-07-18T12:30:27,CUST1321,US,USD,3584.06,CREATED
ORD100210,2023-02-03T19:40:45,CUST5033,US,USD,3605.54,CANCELLED
ORD100211,2024-04-30T00:55:43,CUST9884,AU,AUD,930.13,PAID
ORD100212,2024-05-10T21:41:17,CUST9492,US,USD,3989.94,CANCELLED
ORD100213,2023-06-10T13:40:34,CUST6818,AU,AUD,149.06,PAID
ORD100214,2024-07-19T12:11:14,CUST3629,IN,INR,1829.04,PAID
ORD100215,2024-10-02T03:46:26,CUST6207,UK,GBP,3721.3,CREATED
ORD100216,2024-10-08T22:52:49,CUST6689,AU,AUD,4800.85,PAID
ORD100217,2024-12-10T23:53:59,CUST8436,AU,AUD,1263.93,CANCELLED
ORD100218,2023-03-24T16:53:23,CUST3241,AU,AUD,4888.17,PAID
ORD100219,2024-11-25T19:55:53,CUST5838,US,USD,1526.47,CREATED
ORD100220,2023-12-31T00:15:30,CUST9418,IN,INR,532.22,CANCELLED
ORD100221,2023-09-06T00:17:23,CUST8996,CA,CAD,4759.82,CREATED
ORD100222,2024-02-09T01:55:28,CUST2947,CA,CAD,735.08,CREATED
ORD100223,2023-03-14T17:15:28,CUST2415,UK,GBP,4452.96,PAID
ORD100224,2023-09-27T09:03:18,CUST5344,IN,INR,4670.79,CREATED
ORD100225,2024-09-22T23:33:51,CUST2272,AU,AUD,2112.03,PAID
ORD100226,2024-08-01T16:20:25,CUST1576,AU,AUD,4839.51,CREATED
ORD100227,2023-12-13T04:18:18,CUST5489,UK,GBP,4099.88,CREATED
ORD100228,2024-05-08T01:56:31,CUST7382,UK,GBP,407.87,CANCELLED
ORD100229,2023-12-09T17:55:40,CUST6785,UK,GBP,1542.36,CREATED
ORD100230,2024-06-01T22:13:40,CUST7819,AU,AUD,3650.48,CANCELLED
ORD100231,2023-09-17T08:00:57,CUST4778,CA,CAD,1371.68,PAID
ORD100232,2024-09-28T15:24:47,CUST9949,IN,INR,108.26,PAID
ORD100233,2023-08-09T18:59:21,CUST9439,IN,INR,233.28,CANCELLED
ORD100234,2023-02-10T12:09:21,CUST6328,CA,CAD,2403.9,CREATED
ORD100235,2024-09-23T22:40:57,CUST3908,CA,CAD,233.68,PAID
ORD100236,2024-10-28T08:45:30,CUST4042,UK,GBP,466.01,CREATED
ORD100237,2024-10-14T23:38:33,CUST9905,IN,INR,967.84,PAID
ORD100238,2023-03-24T02:35:25,CUST7953,AU,AUD,1084.56,CANCELLED
ORD100239,2024-07-17T18:49:43,CUST8384,UK,GBP,1925.86,PAID
ORD100240,2023-07-11T00:47:05,CUST6260,UK,GBP,2316.34,CANCELLED
ORD100241,2024-05-28T01:41:28,CUST9989,AU,AUD,3592.9,PAID
ORD100242,2023-03-30T07:01:45,CUST7037,UK,GBP,1948.39,PAID
ORD100243,2023-06-29T17:04:05,CUST9189,IN,INR,1304.81,CANCELLED
ORD100244,2024-02-12T21:20:09,CUST9294,UK,GBP,1264.42,CREATED
ORD100245,2024-08-16T11:52:31,CUST6815,UK,GBP,3973.58,CANCELLED
ORD100246,2024-07-09T09:40:49,CUST6053,AU,AUD,2593.9,CREATED
ORD100247,2024-12-31T01:43:21,CUST1118,IN,INR,3207.79,CREATED
ORD100248,2023-06-07T07:28:07,CUST6128,CA,CAD,3398.75,PAID
ORD100249,2024-01-05T15:15:30,CUST7224,CA,CAD,2882.83,CANCELLED
ORD100250,2023-01-11T05:21:19,CUST5187,UK,GBP,4267.24,CANCELLED
ORD100251,2023-09-23T01:32:15,CUST5892,UK,GBP,377.46,CREATED
ORD100252,2024-08-15T18:10:49,CUST7962,UK,GBP,3297.08,PAID
ORD100253,2024-10-09T17:40:57,CUST1907,AU,AUD,1075.46,PAID
ORD100254,2024-02-21T11:05:49,CUST7630,AU,AUD,3303.75,CANCELLED
ORD100255,2024-11-09T02:59:13,CUST4751,US,USD,604.26,CREATED
ORD100256,2023-06-16T06:03:11,CUST4550,UK,GBP,4097.8,PAID
ORD100257,2023-09-02T09:44:19,CUST6794,AU,AUD,3601.54,CREATED
ORD100258,2024-02-24T16:40:22,CUST5605,US,USD,991.76,CANCELLED
ORD100259,2024-01-13T20:09:09,CUST8004,US,USD,1472.9,PAID
ORD100260,2023-11-28T18:06:42,CUST1207,UK,GBP,3656.59,PAID
ORD100261,2023-08-23T21:43:49,CUST1869,IN,INR,1813.6,PAID
ORD100262,2023-04-30T07:35:31,CUST3864,US,USD,1657.67,CANCELLED
ORD100263,2023-02-06T23:09:26,CUST3303,CA,CAD,1800.35,PAID
ORD100264,2023-06-01T17:57:32,CUST2009,CA,CAD,2349.47,CREATED
ORD100265,2024-02-20T13:11:49,CUST7125,US,USD,2139.91,CANCELLED
ORD100266,2023-10-07T11:16:30,CUST8311,CA,CAD,2261.86,CANCELLED
ORD100267,2024-02-06T15:16:20,CUST3928,CA,CAD,2878.76,PAID
ORD100268,2024-03-15T17:20:05,CUST9666,CA,CAD,337.87,CREATED
ORD100269,2023-06-05T20:29:13,CUST1227,US,USD,4289.92,PAID
ORD100270,2023-10-13T03:21:01,CUST2604,AU,AUD,1110.15,CREATED
ORD100271,2024-06-15T17:20:48,CUST7396,CA,CAD,4216.22,CREATED
ORD100272,2023-08-01T10:48:52,CUST1823,UK,GBP,2256.26,CREATED
ORD100273,2023-04-19T22:21:17,CUST6969,UK,GBP,4182.66,PAID
ORD100274,2023-11-08T01:30:40,CUST3062,CA,CAD,4322.3,CANCELLED
ORD100275,2023-02-08T03:57:20,CUST2577,AU,AUD,2886.81,CANCELLED
ORD100276,2024-08-04T22:26:05,CUST7454,UK,GBP,4613.61,PAID
ORD100277,2024-10-21T07:25:09,CUST4013,AU,AUD,2237.86,CREATED
ORD100278,2023-06-26T05:29:23,CUST1713,AU,AUD,2137.81,CREATED
ORD100279,2024-10-09T09:07:53,CUST4981,IN,INR,1965.09,CANCELLED
ORD100280,2023-09-24T13:52:06,CUST9927,UK,GBP,3584.4,PAID
ORD100281,2023-09-02T11:01:06,CUST1697,IN,INR,3056.43,CANCELLED
ORD100282,2023-07-04T17:09:59,CUST2118,US,USD,618.09,PAID
ORD100283,2024-12-17T12:34:02,CUST1720,US,USD,3410.9,PAID
ORD100284,2024-07-31T04:45:28,CUST3213,US,USD,137.23,PAID
ORD100285,2024-11-20T04:10:51,CUST4280,IN,INR,3024.67,CREATED
ORD100286,2023-04-15T03:14:40,CUST9767,US,USD,578.05,CREATED
ORD100287,2023-10-11T15:41:20,CUST8574,UK,GBP,3498.64,PAID
ORD100288,2024-12-01T08:12:34,CUST1629,CA,CAD,1710.59,PAID
ORD100289,2023-09-08T06:57:47,CUST3984,US,USD,2523.78,PAID
ORD100290,2023-05-02T06:00:03,CUST7422,CA,CAD,3202.11,CREATED
ORD100291,2024-02-19T00:10:01,CUST6715,AU,AUD,4933.25,CANCELLED
ORD100292,2023-03-31T07:11:56,CUST1977,US,USD,1954.38,CREATED
ORD100293,2024-03-25T18:25:02,CUST7964,CA,CAD,877.52,PAID
ORD100294,2023-02-02T20:56:27,CUST6963,CA,CAD,2495.22,CANCELLED
ORD100295,2023-12-22T00:21:10,CUST5078,IN,INR,2743.09,CREATED
ORD100296,2023-12-09T11:28:49,CUST8146,CA,CAD,4072.17,CANCELLED
ORD100297,2023-06-06T06:05:00,CUST5952,CA,CAD,1306.13,PAID
ORD100298,2024-07-09T06:58:29,CUST3163,IN,INR,3892.69,CANCELLED
ORD100299,2024-10-25T20:34:50,CUST7680,UK,GBP,4039.13,CANCELLED
ORD100300,2024-11-09T18:03:53,CUST1430,UK,GBP,2711.86,CREATED
ORD100301,2024-11-30T11:01:42,CUST9395,IN,INR,276.53,PAID
ORD100302,2023-05-12T17:06:11,CUST7339,CA,CAD,650.81,CANCELLED
ORD100303,2023-11-15T16:01:34,CUST6099,IN,INR,2599.43,PAID
ORD100304,2023-09-02T22:46:06,CUST6484,IN,INR,3646.81,PAID
ORD100305,2023-09-11T11:33:53,CUST4005,UK,GBP,3361.6,CREATED
ORD100306,2024-03-11T17:37:59,CUST7509,IN,INR,1824.76,CREATED
ORD100307,2024-08-09T00:12:07,CUST9229,UK,GBP,3133.46,PAID
ORD100308,2024-01-14T03:28:42,CUST5710,US,USD,1970.71,PAID
ORD100309,2024-12-08T04:33:45,CUST2616,CA,CAD,3407.48,CANCELLED
ORD100310,2024-03-03T19:41:24,CUST4687,CA,CAD,1636.19,CANCELLED
ORD100311,2023-10-20T05:05:03,CUST8710,IN,INR,218.5,CANCELLED
ORD100312,2023-01-14T19:25:27,CUST3957,US,USD,4643.68,CANCELLED
ORD100313,2024-04-22T20:00:42,CUST7888,AU,AUD,3606.94,PAID
ORD100314,2023-04-02T18:24:59,CUST5081,IN,INR,2763.16,CREATED
ORD100315,2024-06-20T04:29:43,CUST9429,US,USD,3775.67,CANCELLED
ORD100316,2024-07-26T21:37:03,CUST9297,CA,CAD,1286.86,CREATED
ORD100317,2024-08-18T06:09:50,CUST2384,AU,AUD,1852.55,CREATED
ORD100318,2024-05-20T18:03:20,CUST4363,AU,AUD,2280.2,CREATED
ORD100319,2023-08-05T21:21:02,CUST7523,US,USD,4560.15,CANCELLED
ORD100320,2024-02-03T19:15:32,CUST3779,AU,AUD,4504.18,CANCELLED
ORD100321,2024-09-24T08:13:54,CUST2796,CA,CAD,1431.69,PAID
ORD100322,2024-09-24T15:28:08,CUST6768,CA,CAD,603.47,CANCELLED
ORD100323,2024-09-01T18:52:41,CUST6804,UK,GBP,3350.16,CREATED
ORD100324,2023-07-28T11:41:30,CUST3640,AU,AUD,1646.09,CANCELLED
ORD100325,2023-04-22T05:17:17,CUST6998,US,USD,330.23,CREATED
ORD100326,2023-06-18T14:38:51,CUST8111,CA,CAD,3599.06,PAID
ORD100327,2023-11-26T02:09:04,CUST9382,US,USD,1486.49,PAID
ORD100328,2024-01-08T11:38:28,CUST7784,CA,CAD,2552.29,PAID
ORD100329,2024-02-20T22:24:59,CUST4571,UK,GBP,1830.16,PAID
ORD100330,2023-11-18T19:44:03,CUST4320,UK,GBP,4585.62,CREATED
ORD100331,2024-12-23T00:53:37,CUST6991,US,USD,619.43,PAID
ORD100332,2024-06-17T20:01:19,CUST9101,US,USD,80.09,CANCELLED
ORD100333,2023-08-20T09:21:12,CUST2827,CA,CAD,366.7,CREATED
ORD100334,2024-09-06T07:24:39,CUST9766,CA,CAD,4856.84,PAID
ORD100335,2024-09-02T17:08:28,CUST3567,IN,INR,4557.72,PAID
